id,brewery_id,name
1903,1204,Imperial Stout 2002
1904,820,James Squire India Pale Ale
1905,769,White
1906,607,Old Bastard
1907,607,Capitol ESB
1908,607,Brown Trout Brown
1909,607,Honey Wheat
1910,607,Golden Prairie Blond
1911,607,Saint Peter Pale Ale
1912,1066,Heifer-Weizen
1913,1066,St. Paul Pilsner
1914,1066,Saison Goux
1915,1066,Stillwater Stout
1916,1066,Big Horn Nut Brown Ale
1917,1066,Eric the Red
1918,1066,Itasca Extra Pale Ale
1919,1066,North Star Premium Lager
1920,928,Pantown Pale Ale
1921,928,Quarry Rock Red
1922,928,Golden Honey Wheat
1923,596,Duke of Wellington IPA
1924,596,Broad Ax Stout
1925,596,Oktoberfest
1926,596,Pride of Pilsen
1927,596,Victory Lager
1928,596,Northern Light
1929,1133,Palace Porter
1930,1133,Star of India India Pale Ale
1931,1133,Gold Crown Lager
1932,1133,Queen Anne Light
1933,1133,Cologne Golden Ale
1934,1268,Weizen Bock
1935,586,Summertime KÃ¶lsch
1936,769,Organic Extra Special Bitter
1937,484,Ur-Bock Hell
1938,223,Jubilate Special Reserve Anniversary Ale
1939,276,Malheur 10
1940,930,Gnaw Bone Pale Ale
1941,790,Witbier
1942,293,Limburgse Witte
1943,930,Meridian Street Premium Lager
1944,158,Fenway American Pale Ale
1945,557,Trafalgar IPA
1946,90,Hell for Certain
1947,763,India Pale Ale
1948,763,Extra Special Bitter
1949,1281,Bear Ale
1950,401,Red Rooster Pale Ale
1951,553,Titan Porter
1952,680,Woodpecker
1953,642,Chocolate Stout
1954,1230,Kristall Weiss
1955,329,Golden Promise Traditional Scottish Ale
1956,392,Aspen Meadow Black and Tan
1957,608,Framboise
1958,39,Old Foghorn 1996
1959,630,Oudbeitje
1960,1268,English ESB
1961,1268,"Pale Ale ""Ã¡ la Bushner"""
1963,542,Grottenbier
1964,295,Triple
1965,276,Malheur Brut Reserve
1966,552,Ãœber-Sticke Altbier
1967,254,Vanilla Berry Orange
1968,254,Vanilla
1969,254,Munich Dunkel
1970,254,Get Fuggled
1971,254,Laughing Ass
1972,528,Prairie Thunder Pale Ale
1973,528,McBride Porter
1974,528,Hawk Rye
1975,528,Celtic Stout
1976,501,Collapsar Oatmeal Stout
1977,501,Dark Side Vanilla Porter
1978,501,Third Stone Brown
1979,501,Luna Sea Amber
1980,501,Chaco Canyon Honey Gold
1981,501,Burning Skye Scottish Ale
1982,501,Solar Flare Summer Ale
1983,1268,Discombobulator Maibock
1984,1268,Boxcar Brown Ale
1985,582,Pale Ale
1986,582,Golden Gate Amber Ale
1987,126,Sixtus
1988,198,Griffon Brown Ale
1989,878,Golden
1990,886,Canadian Lager Beer
1991,1307,1837
1992,762,Canadian Ale
1993,108,Red Biddy / Real Biddy
1994,1298,Brown Fox Ale
1995,1290,Helles Hefe Weizen
1996,602,Stone of Scone Scotch Ale
1997,437,Old #27 Barleywine
1998,947,Oatmeal Stout
1999,947,Nut Brown Ale
2000,947,American Pale Ale
2001,791,Lion Stout
2002,602,Black Earth Porter
2003,1181,Sprecher Maibock
2004,769,Bock
2005,667,Original Pils
2006,536,Pullman Nut Brown Ale
2007,536,Panama Limited Red Ale
2008,810,John Barleycorn Barleywine Style Ale
2009,810,Steelhead Extra Stout
2010,46,Adler BrÃ¤u Bucky Brau Barleywine
2011,1271,Butthead Doppelbock
2012,1359,Dry Mead
2013,110,La Trappe Tripel
2014,344,Elephant
2015,23,Double Ale
2016,708,Big Butt Doppelbock
2017,810,Jamaica Brand Sunset IPA
2018,266,Petrus Aged Pale
2019,810,Jamaica Brand Red Ale
2020,553,What the Helles Bock
2021,810,Steelhead Scotch Porter
2022,552,Titan Porter
2023,79,Robert Burns Scottish Ale
2024,47,Scotch Ale
2025,441,Black Butte Porter
2026,94,Heritage Scottish Ale
2027,47,Imperial Stout
2028,857,Dragonslayer
2029,983,4 Reverends Imperial Stout
2030,463,Imperial Stout
2031,532,Winter Delight
2032,1360,East India IPA
2033,889,Radgie Gadgie
2034,94,Racer X
2035,1121,Black Irish Plain Porter
2036,151,Promethean Porter
2037,615,Iambic Lambic
2038,493,Alpenhof Baltic Porter
2039,1268,March MÃ¤rzen
2040,553,Nut Brown Ale
2041,553,Trolleycar Stout
2042,553,Caber Tossing Scottish Ale
2043,553,Fox Tail Amber Ale
2044,553,Winnebago Wheat
2045,553,Fox Light
2046,552,Trolleycar Stout
2047,552,Nut Brown Ale
2048,552,Caber Tossing Scottish Ale
2049,552,Fox Tail Amber Ale
2050,552,Winnebago Wheat
2051,552,Fox Light
2052,322,Thomas Sykes Barleywine
2053,255,Old Knucklehead 1992
2054,536,Chessie Cherry
2055,536,Roundhouse Raspberry Wheat Ale
2056,536,Imperial Eclipse Stout
2057,536,Kilt Kicker Wee Heavy
2058,536,El Diablo Tripel
2059,536,Bavarian Helles
2060,536,Zephyr Golden Ale
2061,536,Station Master Wheat Ale
2062,808,Red
2063,808,Harry Baals Stout
2064,808,Old Fort Porter
2065,808,Big Daddy Brown
2066,808,Old Woody Pale Ale
2067,808,Auburn
2068,808,Lager
2069,962,Stock Ale #2
2070,962,Oyster Stout
2071,962,Belgian Style Wit
2072,962,Pumpkin Ale
2073,962,Lighthouse Ale
2074,1255,Nut Brown Ale
2075,1255,Irish Setter Red Ale
2076,1255,Dierdorfer Gold
2077,809,Winter Ale
2078,809,Sturgeon Stout
2079,809,Buzz Beer
2080,809,Pirates Pilsner
2081,809,Wheat
2082,47,Nut Brown
2083,47,London Porter
2084,47,Starboard Stout
2085,47,Arcadia ESB
2086,47,Anglers Ale
2087,943,Double Cream Oatmeal Stout
2088,943,Midnight Stout
2089,943,"1,2,3 Ale"
2090,943,Tornado Ale
2091,943,Winter Wheat
2092,943,Sunset Red
2093,943,Haymarket Ale
2094,941,Tripel
2095,941,Apple Ale
2096,941,Schwarzbier
2097,941,Stubbins Stout
2098,941,Depot Pils
2099,941,KÃ¶lsch
2100,941,Red Lager
2101,941,Hefeweizen
2102,1318,Wasatch Polygamy Porter
2103,1171,Frostbite
2104,1229,Cooper River Red
2105,1229,Winterfest
2106,1229,Stout
2107,1229,Raspberry Wheat
2108,1229,Market Street Wheat
2109,1229,Low Country Light Lager
2110,1171,Ruby Red Lager
2111,1171,Bombay Pale Ale
2112,1171,East Bay Brown
2113,1171,Scarlet Ale
2114,1171,Ironman Wheat
2115,1171,Blonde
2116,1171,Blonde Light
2117,944,Premium Verum
2118,344,47 Bryg
2119,937,Stout
2120,937,Fest
2121,937,Alt-ernative Amber
2122,937,Buckeye Brown
2123,937,Verich Gold
2124,1153,Ale
2125,1268,Befuddelator Doppelbock
2126,1042,Oatmeal Stout
2127,1042,Pale Ale
2128,1042,Amber Lager
2129,1042,Wheat Ale
2130,1279,Riverboat Raspberry flavored Beer
2131,1279,Red Winter Ale
2132,1279,Old Courthouse Stout
2133,1279,Missouri Brown Dark Ale
2134,1279,Red Amber Ale
2135,1279,Trailblazer Blond Ale
2136,1092,Schlafly Pale Ale
2137,1092,Schlafly Altbier
2138,1092,Schlafly ESB
2139,1092,Schlafly Tripel
2140,1092,Schlafly Oatmeal Stout
2141,1092,Schlafly Smoked Porter
2142,1092,Schlafly Winter ESB
2143,1092,Schlafly Pilsner
2144,1092,Schlafly Hefeweizen
2145,1092,Schlafly Wheat Ale
2146,1078,Winter Wheat
2147,1078,Rambling Raspberry Ale
2148,1078,Streamline Oatmeal Stout
2149,1078,Imperial Pale Ale
2150,1078,River City Red Ale
2151,1078,Mile Marker Amber Lager
2152,1078,Lake Shore Light
2153,930,Razz-Wheat
2154,930,Snake Pit Porter
2155,930,Indiana Amber
2156,258,Stout
2157,258,Red
2158,258,Extra Special Bitter
2159,258,Lawnmower Pale Ale
2160,258,Wheat Beer
2161,77,Hazelnut Brown
2162,77,Whose Ear? Red Ale
2163,77,Rust Belt Porter
2164,77,60 Shilling Scotch Ale
2165,77,Blind Tiger Pale Ale
2166,77,Flat Belly American Wheat
2167,80,J. Scott Francis ESB
2168,80,Pale Ale
2169,80,Pilsner
2170,605,Traditional Lager
2171,605,Barrel Select Pils
2172,872,Raspberry Wheat Ale
2173,872,INDIAna Pale Ale
2174,872,Lake Effect Pale Ale
2175,872,Four Horsemen Ale
2176,872,Kolsch
2177,872,Wall Street Wheat Ale
2178,708,Red Lager
2179,867,Dark Belgian Wit
2180,1153,Holiday Ale
2181,1307,Raftman
2182,612,Olde Suffolk
2183,972,Hacker-Pschorr Weisse Bock
2184,871,Beekeepers Honey Ale
2185,652,Christmas Ale
2186,652,Doppelbock
2187,652,Cleary Red
2188,652,Whitetail Ale
2189,652,Hefeweizen
2190,652,Lichthouse Lager
2191,250,Olde St.Nick
2192,250,Cherry Ice
2193,250,Oatmeal Stout
2194,250,Southport Amber
2195,250,Kenosha Gold
2196,250,Icemaster
2197,854,Porter
2198,854,Imperial Delusion
2199,854,Five Springs Oatmeal Stout
2200,854,GÃ¼denkrisp KÃ¶lsch
2201,854,Wee Heavy
2202,854,Abana Amber Ale
2203,854,Wheat Ale
2204,591,2 Brothers
2205,591,Dingle Dubbel
2206,591,American Cream Ale
2207,591,Black Forest
2208,591,Dublin Dunkelweizenbock
2209,591,Fomharfest
2210,591,Leprechaun Light
2211,591,Shamrock Stout
2212,591,Celtic Cream Ale
2213,591,Pale Ale
2214,1268,Belgian Trippel
2215,1041,Demon Fuel
2216,1041,Christmas Ale
2217,1041,Copper
2218,1041,Honey Blonde Lager
2219,1072,Old Crustacean Barleywine 1993
2220,1142,Bigfoot 1994
2221,608,Barley Wine 2001
2222,193,Belzebuth
2223,483,Cow Palace Scotch Ale 2001
2224,62,Hog Heaven Barleywine
2225,483,old gak strong ale
2226,552,IPA
2227,1298,Ebelweiss
2228,338,Capital Kloster Weizen
2229,39,Wheat
2230,218,KÃ¶lsch
2231,388,Steel Head Stout
2232,388,Ruby Red Lager
2233,388,Beau Rivage Bock
2234,388,Sunset Amber
2235,388,Biloxi Blonde
2236,388,Biloxi Light
2237,459,Immort Ale
2238,1094,Porter
2239,820,James Squire Porter
2240,39,Porter
2241,1099,Taddy Porter
2242,1356,Mackeson XXX Stout
2243,919,Old No.38 Stout
2244,608,Marzenbier
2245,1281,House Ale
2246,98,St. Andrews Ale
2247,98,Scottish Ale
2248,585,Kriek
2249,585,XXX Porter
2250,585,Maduro
2251,585,Smooth Oatmeal Stout
2252,585,Oktoberfest
2253,585,Hex Nut Brown Ale
2254,585,Smooth India Pale Ale
2255,585,American Pale Ale
2256,585,PMD Mild Ale
2257,585,Blonde Ale
2258,1268,Art Schmidt Pilsner
2259,727,Harvest Ale 1998
2260,727,Harvest Ale 1999
2261,255,Old Knucklehead 1997
2262,1156,Vrak
2263,338,Blonde Doppelbock
2264,907,Coffee Stout
2265,247,Dunkel Doppel Weizen Bock
2266,247,Belgian Wheat
2267,247,American Blonde
2268,355,Pardon Me Porter
2269,1178,Cortland Wheat
2270,1178,Cortland Autumn (discontinued)
2271,1263,Storm Ale
2272,1263,Autumn Strong Lager
2273,1263,American Wheat
2274,1263,Chinook Amber
2275,1178,Espresso Stout (discontinued)
2276,1263,Eigenberg Smoked Porter
2277,401,Guinea Pig Amber Ale
2278,401,Copper Wheat
2279,1268,Oktoberfest
2280,725,KÃ¶ln Kolsch
2281,725,IPA
2282,725,Dunkle Weiss
2283,725,Alt
2284,727,Harvest Ale 1997
2285,584,Tannen Bomb
2286,1204,Imperial Stout 2001
2287,1204,5th Anniversary IPA
2288,1268,Old Fort Howard Pale Ale
2289,1341,Old LS Barleywine
2290,1301,Bitter Woman IPA
2291,768,Old Man Winter Warmer 2001
2292,768,Sir Duluth Oatmeal Stout
2293,857,Im Paled Ale
2294,483,J&S; Stout
2295,857,Grail Ale
2296,857,Beast Bitter
2297,576,Smoked Porter
2298,943,India Pale Ale
2299,1298,Iditarod Imperial Stout
2300,258,IPA
2301,764,Black Angus Oatmeal Stout
2302,57,Weizen
2303,63,English Mild
2304,837,Belgian Trippel
2305,550,Maibock
2306,1206,Artist Colony Ale
2307,868,Berghoff Oktoberfest Beer
2308,416,Original ESB
2309,1065,Belgian Trippel
2310,652,ESB
2311,1220,India Pale Ale
2312,922,Bandit Brown
2313,32,Schwartzbier
2314,689,Newmarket Pale Ale
2315,689,Porter From Hell
2316,1301,Shantytown Doppelbock
2317,483,Abbot Pennings Grand Cru
2318,483,Best Bull
2319,786,All Saints Belgian White Ale
2320,294,Witkap-Pater Singel Abbey Ale
2321,450,Dam Straight Lager
2322,1230,Weiss
2323,1228,Old Peculier
2324,291,Alexander
2325,287,Goudenband 1999
2326,248,Chapeau Framboise Lambic
2327,288,PÃªche / Pecheresse
2328,268,Mariage Parfait 1995
2329,288,Framboise
2330,288,Gueuze CuvÃ©e RenÃ©
2331,191,La Quintine AmbrÃ©e / Amber
2332,191,La Quintine Blonde
2333,608,Hinterland Mild Cask Ale
2334,608,Hinterland Weizen Bier
2335,1268,Colonel Kolsch
2336,483,Who The Helles Chuck?
2337,572,Conquest Ale
2338,255,Old Knucklehead 1999
2339,562,Old Boardhead 1999
2340,768,Old Man Winter Warmer 2000
2341,1362,Imperial Sasquatch
2342,526,Detonator Doppelbock
2343,1111,Dark Ruby Ale
2344,304,Augustijn Ale
2345,284,Grand Cru of the Emperor
2346,189,Moinette Blonde
2347,1017,Schwarz Bier
2348,969,Ziggy Socky Premium Lager Beer
2349,191,Hercule Stout
2350,246,Monk Pale Ale / Agnus Dei
2351,1096,Entire Butt English Porter
2352,269,Triple Karmeliet
2353,287,Gluhkriek
2354,637,Elizabethan Ale
2355,1275,Sheaf Stout
2356,1016,D. Carnegie and Company Porter
2357,99,Belikin Stout
2358,460,Traditional
2359,996,Golden Pheasant
2360,1013,Bottle Rocket IPA
2361,617,Grumpy Two
2362,617,Rye Bock
2363,617,Liberty Pale Ale
2364,617,How Now
2365,617,Lager
2366,617,Trailside Wheat
2367,807,Scotch Ale
2368,978,Wicked Ale
2369,627,Pride of Romsey IPA
2370,519,Thames Welsh Ale
2371,452,Beer
2372,953,Red MacGregor
2373,668,Duckstein Alt
2374,586,Christmas Ale
2375,1051,Winterhook Robust Winter Ale 2000
2376,1286,Rugged Trail Ale
2377,483,Toil and Trubbel Dubbel
2378,483,Enkel Biter
2379,637,A. LeCoq Imperial Extra Double Stout 1999
2380,197,Blanche de Bruxelles Mannekin Pis
2381,223,Organic Ur Pils
2382,483,Eganator Doppelbock
2383,483,Cow Palace Scotch Ale 2000
2384,249,Rare Vos
2385,641,Super Natural IPA
2386,39,Our Special Ale 1995
2387,39,Our Special Ale 1994
2388,157,Samuel Adams Triplebock 1994
2389,430,Straffe Hendrik Bruin
2390,202,Iris 1996
2391,94,XP Pale Ale
2392,303,Kasteel Bier Brune
2393,1077,Hefeweissbier
2394,1077,Dunkles
2395,1077,Pilsner
2396,1077,Export
2397,1077,Helles
2398,1077,Leicht
2399,439,Valhalla Ale
2400,439,Continental Pilsner
2401,501,Empyrean Oktoberfest
2402,430,Straffe Hendrik Brugse
2403,1159,Black Bear Ale
2404,1234,Old Elephant Foot IPA
2405,330,Cherokee Red Ale
2406,1069,Golden Eagle Helles
2407,797,Big Bark Amber Lager
2408,387,IPA
2409,373,Anniversary Ale
2410,979,Choc American Lager
2411,1209,Double Chocolate Porter
2412,1183,Mueller Doppelbock
2413,1069,Bombardier Brown
2414,853,High Seas IPA
2415,839,Deluxe Cream Stout
2416,633,Point Defiance IPA
2417,1162,Extra Special Bitter
2418,852,Kalamath Basin IPA
2419,861,Penitentiary Porter
2420,949,Russian Imperial Stout
2421,974,India Pelican Ale
2422,1343,Y2KIPA
2423,1106,Pacific Pale
2424,1148,Fat Bastard Barleywine (discontinued)
2425,1091,Fancy Lawnmower Beer
2426,34,Hofbrauhaus Brewery & Biergarten Vienna Velvet
2427,1240,India Pale Ale
2428,1254,Old Redwood Porter
2429,1351,Cloud Nine Witbier
2430,162,Doppel Bock
2431,496,Cyclops Barleywine
2432,411,Heavenly Hefe
2433,481,Climax California Classic
2434,505,Ironside Best
2435,726,Double Chocolate Stout
2436,818,Black Chip Porter
2437,816,Hop Daddy IPA
2438,880,Jackpot Pale
2439,436,Stuft Pizza Torrey Pines IPA
2440,980,Hard Woods Pale
2441,1001,Mother of All Beers
2442,1001,Cuvee de Tomme
2443,986,Gunslinger Imperial Stout
2444,390,Pale
2445,390,Hefeweizen
2446,390,Brandenburg Gate MÃ¤rzen
2447,68,Big Eye IPA
2448,377,Stout
2449,149,Colorado Belle Dark
2450,96,Lincolnshire Mild
2451,318,Aztec Amaranth Ale
2452,414,Red Lady Ale
2453,1196,Steam Engine Steam
2454,1165,Pick Axe IPA
2455,1060,Porter
2456,1050,Angry Monk
2457,1027,Red Alert Ale
2458,971,Steamer
2459,450,Extra Special Bitter
2460,461,Powder Keg Raspberry Porter
2461,466,Where The Helles Albuquerque
2462,589,Fly Fisher Red
2463,606,Empire Builder Stout
2464,672,Uno Mas
2465,711,Amber Ale
2466,875,Dead Horse Ale
2467,891,Chazz Cat Rye
2468,257,Winter Warlock Oatmeal Stout
2469,143,Plaza Porter
2470,132,Whiskey Stout
2471,138,Blind Side Pale Ale
2472,862,5280 Roadhouse Ghost Town Brown
2473,699,Pig Iron Porter
2474,716,Bad Boy Oktoberfest
2475,909,Pale Ale
2476,352,Lucknow India Pale Ale
2477,1170,Double Ice Bock
2478,1226,High Desert Imperial Stout
2479,544,Oyster Stout
2480,536,Old 420 Wheat Wine
2481,789,Thunder Pup Pale
2482,816,Mesa Cerveza Schnorzenboomer
2483,1368,Wenceslas
2484,455,Solitaire Stout
2485,455,Uncle Dunkel
2486,455,Angel Amber
2487,455,Platte Valley Pale Ale
2488,455,Wazee Wheat
2489,987,Gael Force Scottish Export
2490,987,Dark Star ESB
2491,644,Rainbow Trout Stout
2492,644,Porcupine Porter
2493,644,Derailer ESB
2494,644,Daze Scottish Ale
2495,644,Backpacker IPA
2496,644,Amber Daze
2497,644,Heavenly Hefeweizen
2498,644,El Rey Cerveza
2499,675,Hoptoberfest
2500,675,Thoroughbred Red
2501,675,Alligator Ale
2502,675,Lightning Bold Gold
2503,675,Clearwater Light
2504,317,Barleywine
2505,317,Yuel Fuel
2506,317,Stonehenge Stout
2507,317,Big Ben Brown
2508,317,Fall Fest
2509,317,Royal Arms IPA
2510,317,Tower ESB
2511,317,Portsmouth Pale
2512,317,Hefeweizen
2513,317,Allgood Amber Ale
2514,317,Cream
2515,317,KÃ¶lsch
2516,815,Stubborn Mule Barleywine
2517,243,Extra Stout
2518,916,Robust Porter
2519,910,Peckiomen Pils
2520,1338,Hops Explosion IPA
2521,1170,English Pale Ale
2522,434,Big Bear Stout
2523,340,Prohibition Porter
2524,720,Framingham Maibock
2525,719,Wilmington Roggen Beer
2526,463,Excalibur Barleywine
2527,483,Queen of Clubs Schwarzbier
2528,483,Wilsteraner Altbier
2529,868,Berghoff Genuine Dark
2530,956,Gubna Imperial IPA
2531,155,Dunkel
2532,146,Altbier
2533,1204,4th Anniversary IPA
2534,1207,Sunday River Alt
2535,891,Altmans Alt
2536,1097,Black Forest Schwarzbier
2537,1127,Altbier
2538,1310,Old 8444 Alt
2539,1371,Lone Mountain Altbier
2540,1057,Thunderhead Schwarz Bier
2541,556,Ad Astra Ale
2542,1104,Oktoberfest
2543,1104,Barleywine
2544,1230,Oktoberfest
2545,1372,Mister Hoppy IPA
2546,1070,Hopyard IPA
2547,972,1634 Urtyp Hell
2548,244,Gueuze
2549,580,Brain Damage
2550,1385,Old Nick
2551,641,Super Natural ESB
2552,189,Foret Saison
2553,178,Joseph Spelt Ale
2554,174,Montagnarde
2555,174,Blanche des Honnelles
2556,174,SpÃ©ciale NoÃ«l
2557,174,Belgian Burgundy Ale
2558,316,Samson Crystal Diplomat Dark Beer
2559,563,1845 Celebration Ale
2560,563,London Porter
2561,953,Dark Island
2562,1006,Premium
2563,303,Brigand
2564,309,Krakus
2565,268,Kriek
2566,39,Small Beer
2567,188,Clovis
2568,884,Black Cat
2569,437,Oats and Barley Stout
2570,437,Oktoberfest
2571,1340,Irish Red
2572,1340,Old World Oktoberfest
2573,1340,Pale Ale
2574,1340,Amber
2575,1340,Bavarian Weiss Beer
2576,1340,Pils
2577,1340,Honey Lager Light
2578,1212,Celtic Cross Stout
2579,1212,Taverner Nut Brown Ale
2580,1212,Underground IPA
2581,1212,Yodeler Weisse
2582,1212,The Yank Cream Ale
2583,1212,Stronghold Pilsner
2584,892,Imperial Stout
2585,827,Eldridge Grade White Knuckle Ale
2586,712,Jasper Brown Ale
2587,712,Red Earth Pale Ale
2588,712,Iron Red Ale
2589,712,Jasper Lyte
2590,830,Plank Road Pale Ale
2591,830,Amber Ale
2592,830,Canadian Blonde Ale
2593,651,Stump Sitter Stout
2594,651,Peninsula Porter
2595,651,Cleary Red
2596,651,Wolverine Wheat Beer
2597,651,Lichthaus Lager
2598,651,Whitetail Ale
2599,892,Moylannium Ale
2600,827,Point Reyes Porter
2601,827,I.P.A.
2602,827,Albion Amber Ale
2603,827,Mt.Tam Pale Ale
2604,827,Hefe Weiss
2605,50,Kuronama
2606,921,Kirkland Ale
2607,654,Weizen
2608,742,Hitachino Nest Beer
2609,1076,KÃ¶lsch
2610,13,Catfish Cream Ale
2611,782,Splitfinger Stout
2612,437,Noch Einmal Dunkel
2613,231,Kolsch
2614,197,Abbaye de Floreffe Double
2615,835,Redback Original Malt Wheat Beer
2616,1022,Dunkel
2617,735,Busby Stout
2618,206,Haacke-Beck
2619,1361,Sweet Betty Classic Blonde Ale
2620,1130,Cream Ale
2621,1201,Highlander Stout
2622,1007,Beer Works Ale Golden
2623,1226,Flying Armadillo Porter
2624,578,Golden Harvest Weizenbier
2625,938,Premium Lager
2626,253,Premium Lager
2627,694,Regia Extra
2628,694,Suprema
2629,358,Happy Heron Pale Ale
2630,358,Mud Puppy Porter
2631,553,Oatmeal Stout
2632,553,Rye
2633,602,Old Scratch Barleywine 2000
2634,602,Uber APA
2635,338,Capital Weizen Doppelbock
2636,769,Old 3rd Street XXX Belgian Strong Ale
2637,1301,Fighting Finches Bock
2638,1301,Stone Teepee Pale Ale
2639,234,GÃ¶sser
2640,483,Cinco de Mayo Cerveza JalapeÃ±o
2641,483,StÃ¼venbrÃ¤u Maibock
2642,260,Kinmount Willie Stout
2643,757,Kapuziner Gold
2644,740,Worthington White Shield
2645,907,Symposium Eisbock
2646,437,FrÃ¼hlingzeit Maibock
2647,1065,Stillwater Stout
2648,1065,Honey Creek Pale Ale
2649,663,Edelweiss Dunkel Weissbier
2650,694,Pilsner of El Salvador
2651,694,Premier
2652,807,Eighty Shilling Export Ale
2653,786,Vondel
2654,381,Lager Beer
2655,865,Schild Brau Amber
2656,563,India Pale Ale
2657,563,Refreshing Summer Ale
2658,1355,Old Izaak
2659,1380,Imperial Stout
2660,88,Hefeweissbier Dunkel
2661,1290,Dunkles Hefe Weizen
2662,1290,Kristall Weizen
2663,256,Big Ale
2664,27,SailerbrÃ¤u Rauchenfels Steinweizen
2665,489,Flag Porter 1825 Original
2666,4,Classic Special Brew
2667,489,Norvig Ale
2668,1268,Millennium Ale
2669,805,Premium Dark
2670,805,Premium Lager
2671,313,McLennium
2672,734,Pale Ale
2673,913,Oktoberfest
2674,555,Hempen Ale
2675,483,O-Tay Bockwheat
2676,483,"Sod Off, Baldrick"
2677,907,Hop Hearty IPA
2678,710,Iron Range Amber Lager
2679,501,Festive Ale 2000
2680,1263,Belgian Brown
2681,1263,Hefeweizen
2682,1263,Honey Lager
2683,1263,Saison
2684,179,Double Enghien Bruin
2685,298,Vlas Kop
2686,179,Double Enghien Blonde Ale
2687,260,Black Douglas
2688,166,St.Hermes Abbey Ale
2689,365,Fuerte
2690,483,Czech Out This Pils!
2691,437,Hopfenstange Pils
2692,437,Pewaukee Porter
2693,437,Amber
2694,437,Dock Light Golden Ale
2695,385,Gold Ale
2696,483,Pride of De Pere
2697,385,Chesapeake Amber Ale
2698,585,Barleywine
2699,142,Big Bad Dog Old English Ale
2700,142,River Back Jack IPA
2701,602,Bourbon Barleywine
2702,247,Mahogany Ale
2703,1341,Flying Horse Pale Ale
2704,65,Wingdam Wheat
2705,574,Pale
2706,574,Red
2707,1028,T.P.H. Porter
2708,437,Hops and Glory American Ale
2709,437,Hopfenteufel Alt Bier
2710,400,Saison
2711,47,Lake Superior ESB
2712,807,The Only Oat Malt Stout In The World
2713,356,Pale Rider
2714,304,Steenbrugge Tripel Blond
2715,1051,Blonde Ale
2716,88,Original Lager
2717,88,Korbinian
2718,483,Cheap KÃ¶ln
2719,786,All Saints Belgian Golden Ale
2720,1319,Porter
2721,178,Sara Buckwheat Ale
2722,316,Samson Crystal Lager Beer
2723,356,White
2724,356,Raspberry
2725,867,Belgian Wit
2726,1103,Groovy Beer
2727,821,Beer
2728,1153,High Noon Wheat Beer
2729,483,White Fathers Witbier
2730,1142,Bigfoot 1999
2731,279,Affligem NoÃ«l
2732,117,Mythical White Grand Cru
2733,468,Wild Boar Wild Wheat
2734,1107,Beacon Barleywine
2735,1225,Surefire Stout
2736,483,Moll Dubh Irish Ale
2737,483,Nitro Pale
2738,1260,X-Tra Pale Ale
2739,562,Very Special Pale Golden Ale
2740,552,Golden Ale
2741,777,Apocalypse Buckwheat Ale / Coup de Grisou
2742,807,Wallace
2743,1260,Alpha King Pale Ale
2744,1197,High Gravity Lager
2745,304,Bornem Triple
2746,304,Bornem Double
2747,304,Bruegel Amber Ale
2748,708,1888 Bock
2749,708,Northwoods Lager
2750,948,Pale Ale
2751,375,Apple Bach
2752,468,Star Big Muddy Brown
2753,840,What the Gent on the Floor is Having 1997
2754,338,Capital Wisconsin Amber
2755,109,Hollandia
2756,460,Original
2757,338,Capital Munich Dark
2758,338,Capital Special Pilsner
2759,912,Maple Wheat
2760,1200,Pale Ale
2761,708,Auburn Ale
2762,563,London Pride
2763,268,Framboise 1997
2764,1356,Ale
2765,198,St-Ambroise Pale Ale
2766,1215,Hatuey Beer
2767,1353,Henley Ale
2768,621,Original Oktoberfest
2769,165,Jade
2770,599,Autumn Ale
2771,478,Chestnut Brown Ale
2772,279,Affligem Dobbel
2773,656,Genesee Cream Ale
2774,46,Adler BrÃ¤u Pumpkin Spice
2775,46,Adler BrÃ¤u Oatmeal Stout
2776,46,Adler BrÃ¤u Classic Porter
2777,46,Adler BrÃ¤u Tailgate Amber
2778,46,Adler BrÃ¤u Ginseng Lager
2779,46,Adler BrÃ¤u Marquette Pilsner
2780,46,Adler BrÃ¤u Downtown Brown
2781,46,Adler BrÃ¤u Fox Classic River Ale
2782,46,Adler BrÃ¤u Weiss
2783,46,Adler BrÃ¤u Cherry Creek Cherry Flavored Lager
2784,483,Smokey the Beer
2785,907,Snowshoe Ale
2786,163,Special Amber Lager
2787,109,Holland Beer
2788,157,Samuel Adams Spring Ale
2789,1200,Special Beer
2790,621,Alt Munich Dark
2791,897,Lager Beer
2792,1080,Calumet Bock
2793,1103,Oderbolz Bock
2794,1268,Piper Down Scottish Ale
2795,1216,Peninsula Pirate Pilsner
2796,1216,Last Stop Stout
2797,867,Rye I Oughta
2798,867,Duggie Meyer Wee Heavy
2799,1065,Barleywine
2800,1364,Jack Stout
2801,502,Porter
2802,502,Dunkelweiss
2803,769,Rendezvous BiÃ¨re de Garde
2804,338,Capital Dark Doppelbock
2805,602,Old Kentucky Stout
2806,1052,Nocturn
2807,1052,Amber Ale
2808,250,Weissenheimer Wheat
2809,1339,Porter
2810,1010,Transcendental Wheat Beer
2811,608,Hinterland Packerland Pilsner
2812,599,Pre-Prohibition Lager
2813,599,Irish Style Ale
2814,934,Amber Rye Lager
2815,934,Alt
2816,157,Samuel Adams Coastal Wheat
2817,769,Fuel Cafe
2818,1268,Dousman Street Wheat
2819,1039,Raspberry Pilsner
