id,brewery_id,name
977,1158,Royal Weisse
978,1158,Phoenix Pale Ale
979,1158,Helles Golden Lager
980,409,Golden Treasure
981,409,Crabby Larry's Irish Red Ale
982,409,Calico Jack Amber Ale
983,409,Pale Ale
984,409,Summer Lager
985,1011,Irish Stout
986,1011,Hop Hazard
987,1011,Indian Red Ale
988,1011,Lager
989,1011,Special Ale
990,841,Irish Red Ale
991,841,Abbey 8
992,841,Farmhouse Saison
993,841,East Kent IPA
994,841,French Country Spring Beer
995,841,Black Lab Stout
996,841,Old Rogue Pale Ale
997,841,Unicorn Amber Ale
998,841,Light Lager
999,721,Half Again Bock
1000,721,Winterfest Lager
1001,721,Scottish Ale
1002,721,Pale Ale
1003,721,Light Lager
1004,700,Russian Imperial Stout
1005,700,Irish Red Ale
1006,700,Iron Hill Belgian Tripel
1007,700,Pig Iron Porter
1008,700,Ironbound Ale
1009,700,Lodestone Lager
1010,700,Anvil Ale
1011,700,Light Lager
1012,227,Brau Light
1013,549,Dirty Bastard Scotch Style Ale
1014,71,Eagle Lake Pale Ale
1015,71,Rapidan Brown
1016,71,Saint Peter Red
1017,71,Mankato Gold
1018,71,Anniversary Ale
1019,71,Kasota IPA
1020,62,The Beast Grand Cru
1021,23,Four
1022,272,Special Extra Export Stout
1023,521,Pilsner
1024,521,Lemon Wheat
1025,521,Stout
1026,521,Bock
1027,942,Long Face Amber
1028,942,Marzen Lager
1029,942,Off KIL Ter Scottish Ale
1030,942,"Stout ""To Be Named Later"""
1031,942,Mild Brown
1032,942,Caramel Apple Ale
1033,612,Wexford Irish Cream Ale
1034,23,Grand Cru
1035,1204,Old Guardian Barley Wine 2005
1036,98,Wee Heavy
1037,1162,Roza Reserve
1038,26,Winterfestival
1039,15,St. Martin Doppelbock
1040,15,JubilÃ¤ums German Pils
1041,26,Bayrisch Hell
1042,1181,Sprecher Doppelbock
1043,1295,Gingered Ale
1044,1295,Bourbon Barrel Scotch Ale
1045,1295,Burntwood Black Ale
1046,1295,Derailed Ale
1047,527,HabaÃ±ero
1048,527,1100 Wheat Wine
1049,527,Witchtree ESB
1050,527,Big Boat Oatmeal Stout
1051,527,XXX English Ale
1052,527,El NiÃ±o IPA
1053,527,Starfire Pale Ale
1054,527,Farmhouse Reserve
1055,527,Lighthouse Ale
1056,1169,Chocolate Mint Stout
1057,1169,Porter
1058,1169,Pale Ale
1059,1169,Nut Brown Ale
1060,1169,Honey Pilsner
1061,1169,Cream Ale
1062,170,Moneuse Speciale NoÃ«l
1063,192,Speciale NoÃ«l
1064,246,Christmas Ale
1065,432,K-O Blond Beer
1066,295,Brune / Bruin
1067,296,Grotten Brown
1068,447,Barley Wine Ale
1069,622,Doggie Claws 2004
1070,765,Imperial Stout
1071,765,Censored (aka The Kronic)
1072,703,Wee Beast
1073,286,Bloesem Bink
1074,282,Loterbol
1075,1242,IPA
1076,622,Ruth
1077,693,Mojave Gold
1078,693,Eastern Sierra Lager
1079,1366,Princess of Darkness Porter
1080,693,Mojave Red
1081,693,Desert Pale Ale
1082,592,Plaid Bastard
1083,577,Dos Rios Vienna Lager
1084,371,Rye On
1085,116,Black Lab Stout
1086,36,Loyal Duke Scotch Ale
1087,822,Amber
1088,702,Jubilee Ale
1089,382,Mocha Joe
1090,491,Otis Alt
1091,977,Weizen
1092,1284,Kellerbier
1093,1258,American Pale Ale
1094,1333,Sled Dog Doppelbock
1095,866,Weathertop Doppelbock
1096,1013,Wheat Wine
1097,601,Pioneer Peak Porter
1098,513,Wild Banshee Barleywine
1099,124,Thundermuck Stout
1100,904,Solidarity
1101,444,Irish Red
1102,625,Buccaneer Brown Ale
1103,834,Hoppy Hour IPA
1104,1044,Sisyphus Barleywine
1105,1025,Pallavicini Pilsner
1106,1027,Four Alarm Alt
1107,818,Hibernator Doppelbock
1108,860,Silver
1109,1119,IPA
1110,1129,Thunderhead Amber Ale
1111,1145,Impale Ale
1112,1294,Old Town IPA
1113,1305,Emancipator
1114,778,Pale
1115,1263,Black Sheep Espresso Stout
1116,76,Superhop Ale
1117,144,Oatmeal Stout
1118,841,5 Czars Imperial Stout
1119,537,Ironhead Porter Old No. 3
1120,383,KÃ¶lsch
1121,823,Slam Dunkel
1122,16,Irvington Porter
1123,485,Marzen
1124,239,Big Woody Lager
1125,118,Schaumbergfest
1126,59,Tannhauser
1127,263,Trappist Westvleteren 8
1128,1261,Peat Smoked Altbier
1129,879,Billings IPA
1130,64,Peak One Porter
1131,64,Old Smoky
1132,1379,St. Charles ESB
1133,440,Wild Turkey Bourbon Stout
1134,440,Lucky U Denver Special Bitter
1135,440,Redwing
1136,440,Pale Ale
1137,440,Oatmeal Stout
1138,440,Nut Brown Ale
1139,440,Singletrack Copper Ale
1140,440,Buffalo Gold
1141,440,Honey Wheat
1142,440,Pilsner
1143,236,Thunder Stout
1144,236,Autumn Ale
1145,236,Lucky U Denver Special Bitter
1146,236,471 Pilsner
1147,1045,Mortality Stout
1148,1243,Big Hoppy Monster
1149,81,Sublimator Doppelbock
1150,159,Strom Bomb Stout
1151,751,Black Sand Porter
1152,814,Powell Porter
1153,814,Eager Beaver IPA
1154,376,IPA
1155,376,Black Cat Stout
1156,376,Fat Cat
1157,376,Arrogant Brit
1158,376,Pilsner
1159,540,Dogtoberfest Octoberfest
1160,1064,Lucky U ESB
1161,1064,Purple Nightie
1162,1064,Rocktoberfest
1163,78,Dark Knight
1164,78,Sunny Summer Ale
1165,78,Wit
1166,78,Old Eight Porter
1167,78,Wild Brunette
1168,78,Stockyard IPA
1169,78,Little Barley Bitter
1170,869,Black H2O Oatmeal Stout
1171,869,Masala Mama IPA
1172,869,Smoked Porter
1173,869,Tripel Vision
1174,869,Hope & King Scotch Ale
1175,869,West Bank Pub Ale
1176,869,Bright Spot Golden Ale
1177,653,High Point Dunkel
1178,653,Kolsch
1179,610,India Pale Ale
1180,738,Tusker Premium Lager
1181,610,Big Island Porter
1182,610,Knockadoon Irish Ale
1183,610,Grand Marais Pale Ale
1184,610,Kabeelo Lodge Lager
1185,610,Gunflint Gold Ale
1186,925,Amber Bock
1187,925,Cork Brown Ale
1188,925,Sligo Red
1189,925,Light Amber Ale
1190,925,Honey Brown
1191,925,Irish Gold
1192,1191,Maibock
1193,276,Malheur Black Chocolate 2003
1194,793,Hahn Special Vintage 2000
1195,157,Samuel Adams Chocolate Bock
1196,1204,2004 Symposium Ale
1197,1012,Benchmark Old Ale
1198,62,Czar Imperial Stout
1199,442,Guinness Foreign Extra
1200,953,Dragonhead Stout
1201,584,Dundee Porter
1202,447,Lava Rock Porter
1203,513,Three Threads Porter
1204,991,TmavÃ© 10% / Dark Beer
1205,662,Porter
1206,334,Auburn Ale
1207,896,Strong Ox
1208,498,Old 95
1209,498,Taieri George
1210,588,Maibock
1211,588,Dunkles
1212,588,Golden Export
1213,588,Premium Light Lager
1214,945,Hop Maniac IPA
1215,945,Golden Triangle Triple
1216,945,Belgian Double
1217,945,Steamroller Stout
1218,945,Hazy Daze Hefeweizen
1219,945,Patriot Pale Ale
1220,945,Alt-Er-Ego Amber
1221,21,Horny Devil
1222,21,Old Numbskull 2003
1223,68,Come About Imperial Stout
1224,68,Navigator Doppelbock
1225,1204,Vertical Epic 04.04.04
1226,609,First Anniversary Ale
1227,1238,Nut Brown
1228,1238,Amber Ale
1229,1238,Pale Ale
1230,1238,Hefeweizen
1231,759,India Pale Ale
1232,759,Pale Ale
1233,759,Amber
1234,759,Stout
1235,759,Pilsner
1236,759,Wheat
1237,751,Fire Rock Pale Ale
1238,524,Double Barrel Ale
1239,404,Island Pale Ale (IPA)
1240,404,Point Loma Porter
1241,404,Uptown Brown
1242,404,Mermaid Red
1243,404,Four Brothers Pale Ale
1244,404,Coronado Golden Ale
1245,1204,Old Guardian Barley Wine 2003
1246,68,Dorado Double IPA
1247,1100,Old 395 Barleywine
1248,1100,Mission Gorge Porter
1249,1100,Grantville Gold
1250,1100,Old Town Nut Brown
1251,1100,Amber
1252,1100,Friars IPA
1253,1204,Levitation Ale
1254,1204,Imperial Stout 2003
1255,21,Lil Devil
1256,29,Pure Hoppiness
1257,1204,Smoked Porter
1258,1204,Stone Pale Ale
1259,1101,Winter Wheat
1260,1101,Oatmeal Stout
1261,1101,Pale Ale
1262,1101,Amber Ale
1263,1101,X-Tra Pale
1264,1101,Caber Tossed
1265,1101,Cinnabarr
1266,1101,Old English Ale
1267,1101,Honey Ale
1268,1101,Premium Golden Ale
1269,936,Ding Ding Double IPA
1270,936,Irish Stout
1271,936,Torrey Pines IPA
1272,936,Sunset Amber Ale
1273,936,Paradise Pale Ale
1274,936,Sweet Spot Hefe
1275,936,California Gold
1276,1009,Skye Strong Ale
1277,1009,Bombshell Barleywine
1278,1009,Red Square
1279,1009,Broken Keg Ice Bock
1280,1009,Z-U-Later Doppelbock
1281,1009,Frank Double IPA
1282,1180,Creamy Stout
1283,1180,Brown Ale
1284,1180,India Pale Ale
1285,1180,Pale Ale
1286,1180,Red Ale
1287,731,Belgian Abbey Red
1288,731,Padre Porter
1289,731,Star of India Pale Ale
1290,731,Downtown After Dark
1291,731,Red Trolley Ale
1292,731,Amber Lager
1293,731,Endless Summer Gold
1294,1181,Sprecher Russian Imperial Stout
1295,1181,Sprecher Abbey Triple
1296,696,Blackfriar
1297,306,Rycerskie
1298,432,Van den Vern Grand Cru
1299,432,Tripel Krullekop
1300,1143,Black Diamond Imperial Porter
1301,1143,Mojo Ale
1302,358,Satin Solstice Imperial Stout
1303,769,Snake Chaser
1304,1143,Paddle Me IPA
1305,205,Oktober Fest - MÃ¤rzen
1306,540,Heller Hound Bock Beer
1307,765,Sirius
1308,299,Troubadour
1309,185,BÃªte des Vosges
1310,195,Saxo
1311,572,Millennium Brew
1312,322,Empire India Pale Ale
1313,671,Thunder Storm
1314,710,Voyageur Extra Pale Ale
1315,710,Burly Brown Ale
1316,922,Dark Walnut Stout
1317,922,Birch Wood Ale
1318,922,Red Cedar Red
1319,922,Whitetail Wheat
1320,922,Half Moon Gold
1321,922,Bubba
1322,922,Irish Red
1323,922,White Weasel Beer
1324,321,Nikolausbier AltfrÃ¤nkisches Dunkel
1325,321,Hell
1326,1200,Spring Bock
1327,321,Roggenbier
1328,46,Adler BrÃ¤u Doppel Bock Beer
1329,46,Adler BrÃ¤u Winter Ale
1330,46,Adler BrÃ¤u Eagle Lager
1331,913,Prostrator Doppelbock
1332,913,Dark Pilsener
1333,913,Classic Pilsener
1334,1039,Gold Rush (discontinued)
1335,1298,Northwind Imperial Stout
1336,271,Satan Gold
1337,602,Wooden Ships ESB
1338,602,Imperial Stout
1339,602,Old Scratch Barleywine 2002
1340,205,BrÃ¤u-Weisse
1341,1023,Weisse Dunkel
1342,763,Pseudo Lambic Framboise
1343,268,Geuze Boon
1344,288,CuvÃ©e RenÃ© Grand Cru Gueuze Lambic
1345,202,Iris
1346,202,RosÃ© de Gambrinus
1347,630,Oude Kriek
1348,202,Kriek-Lambic
1349,1115,Samichlaus Bier 2003
1350,961,Porter IV
1351,765,The Hairy Eyeball
1352,276,Malheur MM
1353,586,India Pale Ale
1354,769,Eastside Dark
1355,769,Big Easy Beer
1356,255,Old Knucklehead 2003
1357,659,Doppel-Hirsch Bavarian-Doppelbock
1358,255,Bottle Conditioned Porter
1359,255,Black Strap Stout
1360,659,Bavarian-Weissbier Hefeweisse / Weisser Hirsch
1361,853,Celis White
1362,255,Bridgeport India Pale Ale
1363,255,Blue Heron Pale Ale
1364,255,ESB
1365,272,Stille Nacht
1366,1293,Hop Pocket Ale
1367,769,Holiday Spice Lager Beer
1368,157,Samuel Adams Utopias MMIV
1369,21,Grand Cru 2003
1370,907,Imperial Stout
1371,1204,7th Anniversary IPA
1372,128,Nora
1373,267,Bellegems Bruin
1374,687,BiÃ¨re du Boucanier
1375,993,Porter Boom
1376,1290,Bajuvator Doppelbock
1377,520,Roundabout Oatmeal Stout
1378,134,Ale
1379,372,Bombardier Premium Ale
1380,39,Christmas Ale 2003
1381,919,Old Stock Ale 2002
1382,1204,Ruination IPA
1383,992,PrimÃ¡tor Double 24% / PrimÃ¡tor Double Bock Beer
1384,62,Salvation
1385,865,Schokolade Bock
1386,286,Winterkoninkse
1387,1268,Toasted Oats & Molasses Brown Ale
1388,184,Gouyasse / Goliath
1389,676,Pumpkin Ale
1390,676,Port Washington Old Port Porter
1391,676,"Triple ""H"""
1392,676,Maslifter Oktoberfest
1393,676,Port Washington Amber Ale
1394,676,Port Washington Pier 96 Lager
1395,408,Munich Dunkel
1396,757,ReichelbrÃ¤u Eisbock
1397,752,Oktoberfest
1398,907,Tripel
1399,194,Bruin Tradition / Brune Tradition
1400,194,Reserve Speciale / SpÃ©ciale NoÃ«l
1401,1051,Black Hook Porter
1402,803,Downtown Brown
1403,338,Autumnal Fire
1404,972,Hacker-Pschorr Hubertus Bock
1405,287,Goudenband 2002
1406,932,Pale Ale
1407,992,PrimÃ¡tor Blonde Bock Beer
1408,1268,Princess of Darkness Porter
1409,1302,Tyskie Gronie
1410,1268,Roundhouse Rye
1411,586,Oktoberfest
1412,769,Oktoberfest
1413,168,Ultra AmbrÃ©e
1414,906,Edison Light Beer
1415,820,James Squire Australian Best Ale Limited Release
1416,1181,Sprecher Oktoberfest
1417,157,Samuel Adams Triplebock 1995
1418,1051,Hoptoberfest
1419,88,Festbier
1420,1200,Lizard Lager
1421,1153,William Capen Bitter Ale
1422,632,Full Tilt IPA
1423,637,Christmas Ale
1424,23,Tripel Reserve
1425,94,Hop Rod Rye
1426,554,Northern Glory Premium Ale
1427,134,Riggwelter Yorkshire Ale
1428,270,Trappist Blond
1429,786,Lucifer
1430,971,Tie Die Red
1431,512,Saranac Hefeweizen
1432,1301,Chief Blackhawk Porter
1433,619,Dort
1434,803,8-Ball Stout
1435,1153,Milkhouse Stout
1436,1153,Old 47 Ale
1437,1153,Shawano Gold
1438,23,Speciale Reserve Ale
1439,875,Scorpion Pale Ale
1440,18,Export
1441,1263,Dry Stout
1442,1263,Dark Wheat
1443,1263,Cream Ale
1444,1263,Porter
1445,1263,Amber Ale
1446,1263,Summer Gueuze
1447,590,Double Gueuze (discontinued)
1448,590,Pioneer Pale Ale (discontinued)
1449,590,English Brown Ale (discontinued)
1450,590,Octoberfest (discontinued)
1451,258,Porter
1452,1065,Pilsner
1453,1065,Hefeweizen
1454,1219,Sherwood Forest IPA
1455,65,Cat Tail Pale Ale
1456,549,Centennial IPA
1457,764,Bill Old Ale
1458,1206,Stein Bock
1459,756,120 Shilling Scotch Ale
1460,941,Caramel Rye
1461,941,Alt
1462,689,Amber Plus
1463,90,Dark Star
1464,90,American Pale Ale
1465,1260,Dreadnaught Imperial IPA
1466,983,Top Heavy Hefeweizen
1467,527,9Â½ Wheats
1468,888,Blonde Bock
1469,1339,Irish Red Ale
1470,9,Scottish Ale
1471,854,Old Roundout Pale Ale
1472,141,Altbier
1473,1103,Whiskey Barrel Whitetail Cream Ale
1474,1069,Artisan Saison
1475,1069,Oompa Loompa Chocolate Stout
1476,463,Dubbel Dragon
1477,57,Caramel Bock
1478,596,London Banker ESB
1479,1169,Red Lager
1480,946,Pale Ale
1481,550,Blackburn Doppelbock
1482,1295,Hopfenkopf
1483,947,Porter
1484,869,Oak Aged Single Malt
1485,973,Old Skeezer Barley Wine
1486,32,Hemp Ale
1487,576,Evolutionary IPA
1488,1301,Bitter Woman From Hell Extra IPA
1489,47,India Pale Ale
1490,71,Madelia Mild
1491,1327,Big Swede Swedish-Style Imperial Stout
1492,617,2nd Street Amber
1493,1103,Imperial Stout
1494,102,Pale Ale
1495,347,Scottish Ale
1496,472,Salmon Tail Pale Ale
1497,922,Poplar Porter
1498,1039,Red
1499,924,Griesendiech Pilsner
1500,865,Colony Oatmeal Stout
1501,768,Kayak KÃ¶lsch
1502,603,Coffee Ale
1503,603,Foxy Brown
1504,752,Maibock
1505,1200,Augsburger Dark
1506,1200,Augsburger Golden
1507,779,Left Hand Milk Stout
1508,912,Gritstone Premium Ale
1509,301,Het Kapittel Pater
1510,1200,Bock
1511,1181,Special Amber
1512,608,Luna Stout
1513,1217,Malteser Weissbier
1514,228,KrÃ¤usen NaturtrÃ¼b
1515,744,Original Badebier / Original Bathbeer Monastery Fun
1516,785,Export Premium
1517,40,Doppelbock Dunkel
1518,564,Export
1519,431,Urthel Novicius Vertus
1520,431,Urthel Tonicum Finiboldhus
1521,554,Double Hop Premium Ale
1522,804,Original
1523,752,Schwarzbier
1524,266,Wittekerke
1525,338,Capital Fest Beer
1526,619,Mestreechs Aajt
1527,604,Bee Sting Honey Ale
1528,1389,Yorkshire Terrier Premium Cask Bitter
1529,1243,The Iron Tankard
1530,599,Classic Oatmeal Stout
1531,637,A. LeCoq Imperial Extra Double Stout 2000
1532,586,Oatmeal Stout
1533,93,Genuine Irish Stout
1534,287,Liefmans Kriekbier
1535,1200,Amber Lager
1536,148,Pub Ale Draught
1537,632,Mile Rock Amber Ale
1538,406,John Courage Amber
1539,1136,Fuggles IPA
1540,919,PranQster Belgian Ale
1541,1353,Coniston Bluebird Bitter
1542,1268,Saison
1543,1268,Imperial IPA
1544,206,St.Pauli Girl Special Dark
1545,206,St.Pauli Girl Beer
1546,206,Beer
1547,1176,Oktoberfestbier / Oktoberfest Ur-MÃ¤rzen
1548,730,Third Coast Ale
1549,520,Manifesto Pale Ale
1550,206,Dark
1551,85,Ale
1552,727,Harvest Ale 2000
1553,94,Racer 5 IPA
1554,919,Old Stock Ale 2001
1555,769,Beer Line 2000
1556,1142,Bigfoot 1998
1557,94,Big Bear Black Stout
1558,857,Tripel Crown
1559,526,Monkfish Tripel
1560,670,Old Hooky
1561,670,Best Bitter
1562,670,Generation
1563,572,Prize Old Ale
1564,832,Meister Pilsener
1565,832,Weissbier Dunkel
1566,832,Kasseler Premium Pils
1567,832,Weissbier Hell
1568,517,Angel Ale
1569,517,Northumbrian Brown Ale
1570,681,Luxus Pils
1571,865,Maifest
1572,309,Porter
1573,742,Hitachino Nest White Ale
1574,1375,Old Devil
1575,1375,Scarecrow Ale
1576,554,Old Tom Barley Wine
1577,742,Hitachino Nest Sweet Stout
1578,444,Southern Blonde
1579,284,Gouden Carolus NoÃ«l
1580,431,Urthel Hibernius Quentum Ale
1581,563,Vintage Ale 1999
1582,171,Abbaye de Saint-Martin Blonde
1583,304,Ertvelds Wit
1584,931,Jeffrey Hudson Bitter
1585,602,Old Scratch Barleywine 1996
1586,769,Cattail Ale
1587,608,Helles Bock
1588,766,Premium Ale
1589,1037,Pilsener
1590,1092,Schlafly KÃ¶lsch
1591,173,Cinq Cents (White)
1592,1051,SunRye
1593,413,Weiss Beer
1594,413,Black Forest
1595,413,Steam
1596,413,Red Stallion
1597,413,Pilsner
1598,1375,Black Wych Stout
1599,1386,Abby Road Belgian Ale
1600,1386,"Ginger-""slap"" Spiced Ale"
1601,1386,Z.P.A. India Pale Ale
1602,1386,Ponchartrain Porter
1603,1386,Category 5 Strong Ale
1604,1386,Lager
1605,1386,Clearview Light
1606,1020,Alt
1607,748,KÃ¶nig Ludwig Weissbier Hell
1608,838,Malt Mac Winter Ale
1609,381,Pale Ale
1610,432,Reinaert Flemish Wild Ale
1611,1063,Goat Toppler Mai Bock
1612,635,ESB
1613,381,Winter Porter
1614,1200,White BiÃ¨re
1615,392,Stite Golden Pilsner
1616,769,Cream City Pale Ale
1617,800,Swede Saw Red Ale
1618,800,Lager
1619,599,Bower City Pale Ale
1620,688,Dr. Hops Pale Ale
1621,688,Dr. Hops Amber Ale
1622,1268,Czech Mate Pilsner
1623,465,Bak
1624,705,Pale Ale
1625,104,Original Berliner Weisse
1626,125,Lager
1627,639,Premium Pils
1628,573,Ratskeller
1629,564,Pils
1630,757,Kapuziner Kristall-Weizen
1631,757,Kapuziner WeiÃŸbier
1632,757,MÃ¶nchshof Original Pils
1633,1176,MÃ¼nchner Hell / Premium Lager
1634,664,Altbairisch Dunkel
1635,664,Export-Hell
1636,1053,Stationsweizen
1637,88,Kristall Weissbier
1638,558,Pilsener
1639,386,KÃ¶lsch
1640,1176,Franziskaner Hefe-Weissbier Hell  / Franziskaner Club-Weiss
1641,749,Pils
1642,1021,KÃ¶lsch
1643,232,KÃ¶lsch
1644,229,Kupfer
1645,229,Messing
1646,570,Pils
1647,570,Helles Naturtrub
1648,570,Alt
1649,220,Alt
1650,640,Altbier
1651,215,Alt
1652,1019,WeiÃŸbier Mit Feiner Hefe
1653,748,KÃ¶nig Ludwig Dunkel
1654,668,Edel
1655,668,Astra Urtyp
1656,747,Pilsener
1657,729,Meranier Schwarzbier
1658,729,Kellerbier
1659,729,Premium Pilsener
1660,1114,Weissbier
1661,1114,Dunkel
1662,1114,Kellerbier
1663,1114,Edel-Pils
1664,1024,Weizen
1665,1024,Lagerbier
1666,746,Bamberger SchwÃ¤rzla
1667,746,Braunbier
1668,746,Bamberger Gold
1669,746,Bockbier
1670,70,HefeweiÃŸbier
1671,733,Weissbier
1672,733,Bamberger Herren Pils
1673,819,Pils
1674,222,Rauchbier Weissbier
1675,222,Rauchbier MÃ¤rzen
1676,222,Ungespundetes
1677,208,Lagerbier
1678,208,Zwergla
1679,208,Gold-Pils
1680,208,Weizla Hell
1681,819,Benediktiner Dunkel
1682,819,Eine Bamberger Weisse Hell
1683,1311,Helles Naturtrub
1684,1311,Unimator
1685,972,Hell
1686,40,WeiÃŸbier Dunkel
1687,40,Hell
1688,1191,Original
1689,1191,MÃ¼nchner Kindl Weissbier / MÃ¼nchner Weisse
1690,1191,Starkbier
1691,60,Pils
1692,804,Dunkel
1693,804,Schwarze Weisse
1694,804,Triumphator
1695,60,Maximator
1696,60,Dunkel
1697,60,Edelstoff
1698,730,Two-Hearted Ale
1699,907,Native Ale
1700,907,Home Town Blonde
1701,338,Capital Brown Ale
1702,338,Bavarian Lager
1703,338,Winter SkÃ¥l
1704,1176,Maibock
1705,276,Malheur 12
1706,815,Sweet Stout
1707,612,St. Edmund English Ale
1708,385,Pale Ale
1709,44,Michelob Hefeweizen
1710,1181,Hefe Weiss
1711,1181,Winter Brew
1712,1181,Black Bavarian Lager
1713,1181,Pale Lager
1714,520,Donner Party Porter
1715,913,Winter Fest Beer
1716,913,Blonde
1717,1039,Scottish Ale
1718,1039,Honey Weiss (discontinued)
1719,1051,Nut Brown Ale
1720,1153,Esker Alt
1721,1271,Alpine Glacier Lager
1722,757,EKU Pils
1723,599,Witbier
1724,1102,Dark Lager
1725,1154,Original Dark
1726,1380,Deep Powder Winter Ale
1727,586,Pils
1728,421,Beer
1729,421,Light
1730,1271,Pick Axe Pale Ale
1731,392,Hefe Weiss
1732,744,Black Abbot / Schwarzer Abt
1733,1032,Green Beer
1734,768,Old Man Winter Warmer 2002
1735,1268,Steam Engine Common
1736,1268,Bridge Out Stout
1737,1268,Birra Canadeo / Gridiron Gold
1738,727,Harvest Ale 2001
1739,354,Porter
1740,160,Hazed & Infused Dry-Hopped Ale
1741,802,Oatmeal Stout
1742,802,ESB
1743,802,Lazy Jake Porter
1744,802,Black River Brown
1745,802,German Valley Amber
1746,802,Grist Mill Golden
1747,754,Packs A Punch Porter
1748,754,Old Krogh Oatmeal Stout
1749,754,Log Cabin Nut Brown
1750,754,Brogen Meadow Pale Ale
1751,754,Alpine Glow Red Ale
1752,754,Three Sisters Golden Wheat
1753,754,Gold
1754,1002,Oatmeal Stout
1755,1002,Gust-N-Gale Porter
1756,1002,32 Inning Ale
1757,1002,Station House Red Ale
1758,1002,Bootlegger Blonde Ale
1759,643,Full Moon Barley Wine Ale
1760,643,Not Tonight Honey Porter
1761,643,Indiana Pale Ale
1762,643,Red Rooster Ale
1763,643,Harvest Wheat Beer
1764,643,Cornhusker Lager
1765,374,Blueberry Wheat
1766,374,Henry Hudson IPA
1767,374,Sunset Red Ale
1768,374,Checker Cab Blonde Ale
1769,1326,Workhorse Porter
1770,1326,Dark Lager
1771,1326,Hard Times Lager
1772,1285,Scottish Ale
1773,1285,Winter Wonder
1774,1285,Bengal Gold India Pale Ale
1775,1285,Imperial Stout
1776,1285,Helles Lager
1777,1285,Amber Ale
1778,1285,Honey Wheat
1779,572,Horndean Special Bitter / HSB
1780,1134,Pheasant Plucker
1781,1134,Golden Wheat Light
1782,1134,ESB
1783,1134,Best Bitter
1784,84,Apple Ale
1785,84,Bad Seed Pumpkin Ale
1786,724,Porter
1787,724,Pale Ale
1788,724,Amber
1789,1304,Gelande Amber Lager
1790,829,Yo Ho Ho Christmas Ale 2001
1791,441,Jubel 2000
1792,39,Old Foghorn 2002
1793,21,IPA
1794,21,Anvil Ale
1795,1358,Black Cider
1796,429,Us Heit Dubbel Tarwe Bier
1797,1360,Whitstable Oyster Stout
1798,167,Chouffe-Bok
1799,167,BiÃ¨re de Mars
1800,771,Boss Hog Double IPA
1801,181,BiÃ¨re du Lion
1802,593,Moose Juice Stout
1803,1367,Kelpie Seaweed Ale
1804,630,Oude Gueuze
1805,905,1554 Enlightened Black Ale
1806,135,Dark Ale
1807,1268,Red Lager
1808,557,Deep Shaft Stout
1809,101,IPA
1810,101,Stout
1811,101,Dunkle
1812,101,Red
1813,101,Pretty Girl Pilsner
1814,101,Wheat
1815,603,Old Scratch Barleywine 1997
1816,603,Black Earth Porter
1817,603,New Peculier
1818,603,Old Glory American Pale Ale
1819,603,Stone of Scone Scotch Ale
1820,603,Sugar River ESB
1821,603,Crop Circle Wheat
1822,603,VerrÃ¼ckte Stadt Pilsner
1823,603,Landmark Light
1824,301,Het Kapittel Abt
1825,900,Urbock
1826,259,East India Pale Ale
1827,972,Hacker-Pschorr Original Oktoberfest
1828,1112,Pilsner
1829,246,Abbey Brown Ale / Pater
1830,110,La Trappe Quadrupel 2000/2001
1831,41,Winter Solstice Seasonal Ale 2002
1832,1268,Winter Gale Spiced Ale
1833,205,Jahrhundert-Bier
1834,972,Hacker-Pschorr Dunkel Weisse
1835,972,Hacker-Pschorr Weisse
1836,173,PremiÃ¨re (Red)
1837,305,Echte Kriek
1838,525,Golden Lager
1839,1345,Weizen
1840,566,80 Shilling
1841,566,Steam Beer
1842,566,Pirate Pale
1843,566,Perfect Stout
1844,566,Bulldog Blonde
1845,566,Harvest Ale
1846,566,Bison Brown
1847,716,Cappa Cappa Crusher
1848,716,"Cali ""Steam"" Locomotive"
1849,716,Hop Garden Pale Ale
1850,636,Golden Blonde
1851,636,British Nut Brown
1852,636,Altruistic American Ale
1853,1280,Yorkshire Stout
1854,1280,Blackforest Lager
1855,1280,Octoberfest
1856,1280,Hathor Red Lager
1857,1280,Ghost Pony Helles Lager
1858,1280,Pacific Coast Ale
1859,1373,Norfolk Nog Old Dark Ale
1860,629,FatÃ¸l
1861,629,Pilsner
1862,629,Premium
1863,652,St. Edmunds Strong Porter
1864,652,India Pale Ale
1865,652,Schwarzbier
1866,652,Piva Bohemia
1867,310,South of the Border Light
1868,310,Munich Helle
1869,310,Stout
1870,310,Aussie Lager
1871,734,Wheat
1872,734,Brown
1873,888,New Hops Ale
1874,888,Oktoberfest
1875,888,North of the Border Porter
1876,888,Dunkel Lager
1877,734,Stout
1878,888,Dells Chief Amber Ale
1879,888,Weissbier
1880,888,Pilsner
1881,888,Schmitz Pale Ale No. 5
1882,888,Light Ale
1883,403,Weizen
1884,403,IPA
1885,403,Porter
1886,408,Courthouse Copper
1887,408,Canadian Light
1888,408,Munich Helles
1889,1314,Mudcat Stout
1890,1314,Mullin Brown
1891,1314,Hefeweizen
1892,1314,Pale Pale Boss Ale
1893,1314,Bartles and Lager
1894,355,Oktoberfest
1895,189,BiÃ¨re de Miel
1896,179,Saison
1897,1152,Royal Challenge Indian Premium Lager
1898,307,O.K. Beer
1899,972,Hefe-WeiÃŸbier
1900,1019,WeiÃŸbier Pikantus
1901,260,Old Jock Ale
1902,266,Witte Ezel
